displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,power_weight_ratio,power_rpm,torque_rpm,bore_mm,stroke_mm,compression_ratio,rating,year,category,cooling,transmission,fuel_system,brand
738.0000,,,,201.8000,15.1400,610.0000,1956.0000,,,,,,8.5000,3.8000,2006.0000,Custom / cruiser,Air,Belt,,
124.0000,,10.2000,,99.0000,6.0000,775.0000,1335.0000,0.1010,,6500.0000,57.0000,48.6000,10.6000,3.7000,,Scooter,Air,,,
105.0000,10.9000,9.0000,,,5.1000,,1284.0000,,7000.0000,6500.0000,50.0000,50.0000,6.5000,3.1000,2006.0000,Scooter,Air,,Carburettor,
,,,,103.9000,6.4300,762.0000,1372.0000,,,,62.0000,49.5000,9.2000,3.0000,,,,Belt,,
,,4.0000,60.0000,105.0000,5.1000,,1365.0000,0.0638,,5000.0000,40.0000,39.2000,6.8000,3.5000,,,Air,Belt,Carburettor,PGO
,,94.9000,,251.0000,18.9600,750.0000,1560.0000,0.2948,,5000.0000,92.0000,80.0000,9.8000,3.2000,,,Air,,Injection,
744.0000,48.0000,59.0000,,182.0000,16.9900,762.0000,1449.0000,0.2638,6600.0000,3000.0000,80.0000,74.0000,9.6000,3.2000,2006.0000,Sport,Air,,Injection,
,,42.5000,,109.5000,7.0000,855.0000,1481.0000,,,3250.0000,100.0000,72.0000,11.0000,3.7000,,,Liquid,Chain,Carburettor,
,,5.0000,56.3000,,,660.0000,965.0000,,,10800.0000,39.0000,40.0000,10.0000,3.0000,,,Liquid,Chain,Carburettor,
149.0000,,,,103.9000,6.4300,762.0000,1372.0000,,,,62.0000,49.5000,,3.5000,2006.0000,Scooter,,Belt,,UM
748.9000,,,285.8000,191.0000,17.4100,,1398.0000,0.7534,,,73.7000,43.2000,13.0000,3.4000,,Sport,Liquid,,Injection,MV Agusta
,,7.0000,,100.0000,6.7000,,1210.0000,0.0764,,7000.0000,51.5000,48.5000,10.5000,,,,Air,Belt,Carburettor,
124.0000,,,,117.0000,8.0000,770.0000,1380.0000,,,,52.4000,57.8000,9.6000,3.4000,,Scooter,Air,Belt,Carburettor,
1151.0000,88.5000,100.0000,,,,,,,7500.0000,5800.0000,,,9.8000,3.5000,2006.0000,Touring,Air,Chain,Injection,
,,,,90.0000,7.2000,,,,,,,,,3.6000,,,,Shaft,Carburettor,Peugeot
,,,,263.1000,15.1400,635.0000,1651.0000,,,,,,9.0000,3.5000,,,,Belt,,Ridley
,,,,100.0000,7.0000,955.0000,1480.0000,,,,95.5000,62.8000,11.9000,3.8000,,,Liquid,Chain,Carburettor,
,,,,,,,,,,,,,,3.1000,,,Air,Chain,,
,,,285.8000,191.0000,17.4100,,1398.0000,0.7534,,,73.7000,43.2000,13.0000,,,,Liquid,,Injection,
,,,,235.0000,15.0000,750.0000,1595.0000,,,,75.5000,71.3000,11.2000,3.2000,,,Liquid,Chain,Injection,
49.0000,,,,96.0000,,820.0000,1170.0000,,,,,,,3.4000,2006.0000,Scooter,Liquid,,,
124.0000,14.8000,11.7000,177.0000,129.5000,12.5000,830.0000,1440.0000,0.1139,9000.0000,8500.0000,,,,,2006.0000,Super motard,,Chain,,
199.0000,,,,113.0000,13.0000,810.0000,1405.0000,,,,66.0000,58.2000,9.4000,3.4000,2006.0000,Super motard,,Chain,Carburettor,Suzuki
50.0000,,,,94.0000,8.4000,920.0000,1332.0000,,,,40.3000,39.0000,,3.6000,,Enduro / offroad,Liquid,,Carburettor,Rieju
,,,,97.0000,4.7300,750.0000,1200.0000,,,,53.3000,58.8000,9.2000,,,,Air,,Turbo,UM
49.7000,,,,97.0000,7.8000,,1350.0000,,,,40.3000,39.0000,12.0000,3.4000,2006.0000,Allround,Liquid,Chain,Carburettor,
,,,,246.0000,15.5000,700.0000,1655.0000,,,,83.0000,74.4000,9.4000,3.9000,,,Liquid,Shaft,Injection,
,,200.0000,,320.0000,24.0000,740.0000,1695.0000,0.4438,,2500.0000,101.6000,94.3000,8.7000,3.6000,,,Liquid,Shaft,Injection,Triumph
,,57.0000,257.5000,180.0000,12.5000,900.0000,1530.0000,0.2756,,5250.0000,100.0000,84.0000,,3.1000,,,,,,
49.0000,,,,46.0000,,740.0000,1100.0000,,,,39.0000,41.8000,,,,"Minibike, cross",Air,Chain,Carburettor,
,,11.8000,103.0000,129.0000,7.5000,,,0.1205,,6250.0000,57.5000,57.8000,9.5000,3.4000,,,Air,Belt,Carburettor,
,,,,184.0000,13.0000,695.0000,1590.0000,,,,83.0000,71.2000,10.2000,3.3000,,,Liquid,Shaft,Injection,
,,96.0000,256.9000,185.0000,15.1400,794.0000,1411.0000,0.7248,,7900.0000,75.9000,43.2000,,3.9000,,,Oil & air,,Injection,MV Agusta
,,,,,8.0000,,,,,,104.0000,77.4000,16.7000,3.5000,,,Liquid,Chain,Carburettor,TM Racing
,,,,85.0000,6.0000,931.0000,1305.0000,,,,40.3000,39.0000,12.0000,3.2000,,,Liquid,,Carburettor,
151.0000,10.7000,,,114.0000,,770.0000,,0.0940,7900.0000,,,,10.6000,,2006.0000,Scooter,Air,Belt,Carburettor,Malaguti
49.9000,3.7000,,,100.0000,7.2000,785.0000,1330.0000,0.0370,7000.0000,,39.0000,41.8000,10.7000,3.2000,2006.0000,Scooter,,,Carburettor,
49.0000,4.7000,5.0000,,100.0000,6.7000,,1210.0000,0.0469,7000.0000,,40.0000,39.2000,6.8000,2.1000,2006.0000,Scooter,Air,,,
249.0000,,,,96.0000,8.0000,950.0000,1465.0000,,,,66.4000,72.0000,8.6000,3.4000,2006.0000,Cross / motocross,Liquid,Chain,Carburettor,Suzuki
,,,45.0000,65.0000,3.5000,,,0.0474,,,,,,3.4000,,,Air,,Carburettor,
942.0000,,94.0000,,191.0000,17.5000,865.0000,1510.0000,0.5055,,6500.0000,100.0000,60.0000,11.5000,3.8000,,Super motard,Liquid,Chain,,
,,111.0000,282.8000,190.0000,17.4100,,1407.0000,0.9036,,10000.0000,76.0000,55.0000,13.0000,3.7000,,,Liquid,Chain,Injection,MV Agusta
49.7000,,,,98.0000,6.5000,900.0000,1350.0000,,,,40.3000,39.0000,12.0000,3.1000,2006.0000,Enduro / offroad,Liquid,Chain,Carburettor,
124.0000,,9.1000,,110.0000,6.7000,,1284.0000,0.8655,,6250.0000,51.5000,60.0000,9.4000,3.1000,,Scooter,Air,,Carburettor,
39.9000,,,,21.0000,2.2000,,,,,,36.0000,39.2000,,3.0000,2006.0000,"Minibike, sport",Air,Chain,Carburettor,Polini
1474.9000,,,,302.0000,14.0000,700.0000,1700.0000,,,,96.0000,101.0000,8.5000,3.7000,,Custom / cruiser,Oil & air,Shaft,,
449.2000,,,,,8.0000,,,,,,95.0000,63.4000,16.7000,,2006.0000,Super motard,Liquid,Chain,Carburettor,
49.2000,,,,96.0000,7.0000,820.0000,1170.0000,,,,,,,3.3000,,Scooter,Air,Belt,Carburettor,Malaguti
,,,,155.0000,,,,0.1903,,,,,,3.0000,,,Liquid,Belt,,
49.7000,,,,85.0000,6.0000,931.0000,1305.0000,,,,40.3000,39.0000,,3.0000,2006.0000,Enduro / offroad,Liquid,Chain,Carburettor,Motorhispania
,,,,302.0000,14.0000,700.0000,1700.0000,,,,96.0000,101.0000,8.5000,3.6000,,,Oil & air,Shaft,,
1299.0000,,,,217.0000,21.0000,805.0000,1485.0000,,,,81.0000,63.0000,11.0000,3.8000,,Sport,Liquid,Chain,Injection,
,,3.6000,,75.0000,20.0600,768.0000,1172.0000,0.0428,,6000.0000,40.0000,39.2000,7.2000,3.1000,,,Air,,,
,,14.5000,98.0000,107.0000,9.0000,,,0.1168,,5000.0000,72.0000,48.6000,9.5000,3.4000,,,,,Carburettor,
106.2000,10.5000,8.6000,,88.0000,,,,0.1188,7000.0000,6750.0000,52.0000,50.0000,6.6000,,2006.0000,Scooter,Air,Belt,Carburettor,
,,9.8000,,241.0000,12.0000,685.0000,1520.0000,0.0545,,8000.0000,44.0000,40.9000,10.3000,3.4000,,,Air,Chain,Carburettor,
198.0000,,,,140.0000,12.4900,,,,,,69.0000,53.0000,9.2000,3.3000,2006.0000,Custom / cruiser,Oil & air,,,UM
,,2.9000,,114.0000,13.8000,815.0000,1341.0000,0.0211,,5500.0000,40.3000,39.0000,11.5000,3.3000,,,Liquid,,,MBK
,,,,105.0000,7.8000,,,,,,54.0000,54.0000,10.0000,3.3000,,,Air,,Carburettor,Motorhispania
,,9.0000,,108.0000,8.0000,800.0000,,0.0806,,6500.0000,,,,3.3000,,,Air,Belt,Carburettor,Peugeot
,,20.0000,,138.0000,9.4000,790.0000,1360.0000,0.1601,,6750.0000,72.0000,60.0000,11.0000,3.3000,,,Liquid,Belt,Carburettor,
,,,,199.6000,15.8900,622.0000,1702.0000,,,,,,8.5000,3.6000,,,Air,Belt,,
49.0000,3.2000,,45.0000,62.0000,,,,0.0510,,,,,,3.3000,2006.0000,Scooter,Air,,Carburettor,
49.0000,12.1000,6.4000,72.4000,42.0000,,635.0000,1003.0000,0.2881,13000.0000,10800.0000,40.0000,40.0000,13.0000,2.6000,2006.0000,Cross / motocross,Liquid,Chain,Carburettor,
998.0000,,113.0000,282.8000,191.0000,17.4100,,,0.8916,,9500.0000,76.0000,55.0000,13.0000,4.0000,,Sport,Liquid,Chain,Injection,
,,,,122.9000,,889.0000,1422.0000,,,,69.0000,53.0000,9.2000,3.2000,,,Air,Chain,Carburettor,UM
,,,,161.0000,17.0000,810.0000,1400.0000,,,,67.0000,42.5000,12.5000,3.8000,,,Liquid,Chain,Injection,
50.0000,2.8000,3.3000,,98.0000,6.5000,900.0000,1350.0000,0.0287,6750.0000,5250.0000,40.3000,39.0000,12.0000,,2006.0000,Enduro / offroad,Liquid,Chain,Carburettor,
,,123.0000,,199.6000,17.0000,805.0000,1440.0000,0.6921,,6500.0000,107.0000,66.0000,,3.4000,,,Liquid,,,
,,98.0000,,210.0000,20.0000,820.0000,1445.0000,0.5300,,7000.0000,96.0000,69.0000,,3.7000,,,Liquid,Chain,Injection,MZ
49.4000,,,,86.0000,7.5000,,1215.0000,,,,40.0000,39.3000,,3.4000,2006.0000,Scooter,Air,Belt,,
50.0000,,,,55.0000,,,,,,,,,,3.2000,,Scooter,Air,,Carburettor,Tomos
,,,,55.0000,3.5000,,,,,,,,,3.9000,,,Air,,,
84.7000,,,,,,,,,,,48.0000,48.6000,,3.4000,2006.0000,Enduro / offroad,Liquid,Chain,Carburettor,
,,,,101.0000,16.0000,,1310.0000,,,,75.0000,57.0000,11.0000,2.8000,,,Air,Chain,Carburettor,
,,57.0000,265.5000,175.0000,12.5000,830.0000,1465.0000,0.2835,,5250.0000,,,,,,,,Chain,,
,,94.9000,,233.0000,23.9900,800.0000,1490.0000,0.3906,,6000.0000,92.0000,80.0000,9.8000,3.6000,,,Air,,Injection,Moto Guzzi
,,94.9000,,221.0000,20.6600,800.0000,1490.0000,0.4118,,6000.0000,92.0000,80.0000,9.8000,3.1000,,,Air,Chain,Injection,
738.0000,,,,199.6000,15.8900,622.0000,1702.0000,,,,,,8.5000,3.2000,2006.0000,Custom / cruiser,Air,Belt,,
,,,,78.9000,6.4300,775.0000,1245.0000,,,,57.0000,48.8000,9.5000,3.5000,,,Air,Chain,Carburettor,
,,69.0000,,245.0000,15.5000,700.0000,1655.0000,0.2245,,4000.0000,83.0000,74.4000,9.4000,3.5000,,,Air,Shaft,Injection,
,,95.0000,,199.0000,22.0000,860.0000,1570.0000,0.4852,,6000.0000,101.0000,62.5000,11.5000,3.6000,,,Liquid,Chain,Carburettor,
124.0000,10.5000,10.0000,,,7.2000,785.0000,1880.0000,,8000.0000,7000.0000,57.0000,48.6000,10.5000,3.3000,2006.0000,Scooter,Air,Belt,Injection,Piaggio
1050.0000,,105.0000,,189.0000,18.0000,815.0000,1425.0000,0.6878,,7500.0000,79.0000,71.4000,12.0000,3.7000,,Sport,Liquid,Chain,Injection,
,,,,91.0000,8.0000,790.0000,,,,,,,,3.5000,,,Liquid,Belt,Carburettor,
49.7000,,,,85.0000,,,1265.0000,0.0208,,,40.3000,39.0000,,2.8000,,Sport,Air,Chain,,
385.0000,,,,184.0000,13.0000,695.0000,1590.0000,,,,,,,3.3000,2006.0000,Scooter,Liquid,Shaft,Injection,
,,,,217.0000,21.0000,805.0000,1485.0000,,,,81.0000,63.0000,11.0000,3.7000,,,Liquid,Chain,Injection,
1064.0000,74.0000,94.9000,,245.8000,18.9600,760.0000,1560.0000,0.3010,6400.0000,5000.0000,92.0000,80.0000,,3.3000,2006.0000,Custom / cruiser,Air,,Injection,Moto Guzzi
,,,,56.5000,3.0000,790.0000,1145.0000,,,,45.0000,40.8000,14.2000,3.2000,,,Liquid,Chain,Carburettor,
449.2000,,,,,8.0000,,,,,,95.0000,63.4000,16.7000,,,Super motard,Liquid,,Carburettor,TM Racing
50.0000,,,,112.0000,10.0000,,1325.0000,,,,40.3000,39.0000,12.0000,3.6000,2006.0000,Naked bike,Liquid,,Carburettor,
,,11.7000,177.0000,127.5000,12.5000,860.0000,1440.0000,0.1157,,8500.0000,,,,3.4000,,,,,,MZ
,,109.0000,282.8000,191.0000,17.4100,,,0.8565,,10200.0000,76.0000,55.0000,13.0000,3.8000,,,Liquid,,Injection,
,,3.6000,,75.0000,20.0600,768.0000,1172.0000,0.0428,,6000.0000,40.0000,39.2000,7.2000,3.3000,,,Air,,,MBK
,,104.0000,,210.0000,20.0000,805.0000,1457.0000,0.5952,,5000.0000,79.0000,71.4000,12.0000,3.7000,,,Liquid,Chain,Injection,
1064.0000,,94.9000,,226.0000,20.6600,800.0000,1490.0000,0.4027,,6000.0000,92.0000,80.0000,9.8000,3.3000,,Sport touring,Air,,Injection,Moto Guzzi
749.0000,,,,163.0000,17.0000,810.0000,1400.0000,,,,70.0000,48.7000,12.5000,3.7000,2006.0000,Sport,Liquid,Chain,Injection,
249.0000,,,,115.0000,10.5000,890.0000,1455.0000,,,,73.0000,59.6000,10.4000,3.8000,,Enduro / offroad,Oil & air,Chain,Carburettor,
,,,,181.4000,,698.0000,,,,,57.0000,48.8000,10.4000,3.2000,,,Liquid,Chain,Carburettor,UM
750.0000,,67.0000,,187.0000,20.0000,790.0000,1465.0000,0.4883,,9500.0000,70.0000,48.7000,10.7000,3.7000,,Sport touring,Air,Chain,Carburettor,
,,,,88.0000,5.5000,,1332.0000,,,,40.3000,39.0000,,3.5000,,,Liquid,,Carburettor,
,,,,107.0000,7.4000,900.0000,1332.0000,,,,54.0000,54.0000,,2.2000,,,Air,Chain,Carburettor,
,,7.9000,,,5.1000,,1284.0000,,,6500.0000,50.0000,42.0000,6.5000,,,,Air,Belt,Carburettor,
,,69.0000,,205.0000,16.6000,825.0000,1500.0000,0.2683,,,90.0000,68.0000,9.2000,3.5000,,,Air,Chain,Carburettor,
,,,,163.0000,17.0000,810.0000,1400.0000,,,,70.0000,48.7000,12.5000,3.8000,,,Liquid,Chain,Injection,
,,65.0000,,188.2000,17.0300,813.0000,1435.0000,0.4250,,5200.0000,88.0000,79.0000,10.1000,3.1000,,,Air,Chain,Carburettor,
,,,,86.0000,8.0000,790.0000,,,,,,,,3.9000,,,Air,Belt,Carburettor,Malaguti
124.9000,,9.5000,93.0000,129.0000,5.1000,,1365.0000,0.0987,,6500.0000,51.5000,60.0000,9.2000,3.7000,,Scooter,,Belt,,
49.0000,,4.0000,,78.0000,24.6000,803.0000,1206.0000,0.0464,,5000.0000,40.0000,39.2000,11.2000,2.9000,,Scooter,Air,,,
,,576.3000,365.3000,226.8000,32.1700,800.0000,1727.0000,1.4110,,2000.0000,,,,3.0000,,,,Chain,,
,,117.0000,,170.0000,21.0000,810.0000,,1.0255,,9000.0000,76.0000,55.0000,,3.0000,,,,Chain,Injection,
805.0000,,69.0000,,241.0000,17.0000,700.0000,1655.0000,0.2114,,3500.0000,83.0000,74.4000,9.4000,3.7000,,Custom / cruiser,Liquid,Shaft,Carburettor,Suzuki
527.7000,,,,,8.0000,,,,,,98.0000,70.0000,16.7000,3.4000,2006.0000,Super motard,Liquid,,Carburettor,
,,94.9000,,226.0000,20.6600,800.0000,1490.0000,0.4027,,6000.0000,92.0000,80.0000,,3.0000,,,Air,,Injection,
,,3.5000,,68.0000,4.0000,,1200.0000,0.0465,,2600.0000,,,,3.2000,,,Air,Belt,,
125.0000,,,,105.0000,7.8000,805.0000,1350.0000,,,,54.0000,54.0000,10.0000,3.5000,2006.0000,Enduro / offroad,Air,Chain,Carburettor,
819.4000,,,,246.0000,15.5000,700.0000,1655.0000,,,,83.0000,74.4000,9.4000,3.7000,,Custom / cruiser,Liquid,,Injection,Suzuki
50.0000,,,,107.0000,7.4000,,1332.0000,,,,40.3000,39.0000,,3.4000,,Sport,Liquid,,Carburettor,
,,4.0000,,84.0000,5.1000,,1194.0000,0.0798,,5400.0000,40.0000,39.2000,6.8000,2.8000,,,Air,Belt,Carburettor,
,,5.1000,,87.0000,5.1000,,1173.0000,0.0554,,6500.0000,40.0000,39.2000,,,,,Air,Belt,,
50.0000,,,45.0000,65.0000,3.5000,,,0.0474,,,,,,3.5000,,Sport,Air,,,Tomos
655.5000,,50.0000,,160.0000,10.5000,700.0000,1480.0000,,,,94.0000,94.0000,8.5000,3.6000,,Custom / cruiser,Air,Belt,Carburettor,
,,7.9000,,,5.1000,,1284.0000,,,6500.0000,50.0000,42.0000,6.5000,,,,Air,Belt,Carburettor,PGO
,,,,83.0000,12.0000,,1490.0000,,,,,,,3.4000,,,Liquid,Belt,,
,,,,55.0000,,,,,,,,,,,,,Air,Chain,Carburettor,
459.0000,39.0000,,160.0000,190.0000,13.5000,,1550.0000,0.2053,,,92.0000,69.0000,,3.9000,2006.0000,Scooter,Liquid,,Carburettor,Piaggio
49.0000,3.2000,3.6000,,75.0000,20.0600,768.0000,1172.0000,0.0428,6500.0000,6000.0000,40.0000,39.2000,7.2000,3.2000,2006.0000,Scooter,Air,,Carburettor,
,,11.6000,98.0000,112.0000,7.2000,785.0000,1330.0000,0.0759,,6000.0000,62.2000,48.6000,10.7000,3.5000,,,,,Carburettor,
1064.0000,91.0000,94.9000,,221.0000,21.9900,800.0000,1490.0000,0.4118,7800.0000,6000.0000,92.0000,80.0000,9.8000,3.6000,2006.0000,Naked bike,Air,,Injection,
,,,45.0000,47.0000,3.5000,,,0.0483,,,,,,2.5000,,,Air,,,
,,,,159.0000,13.2000,784.0000,,0.1855,,,,,,3.2000,,,Liquid,Belt,Injection,
748.9000,135.0000,,282.8000,191.0000,17.4100,,1398.0000,0.7070,12600.0000,,73.7000,43.2000,12.0000,3.4000,2006.0000,Sport,Liquid,,,MV Agusta
86.0000,,,,62.6000,5.6000,686.0000,1016.0000,,,,47.0000,49.5000,8.5000,3.4000,2006.0000,Enduro / offroad,Air,Chain,Carburettor,
,,,,95.0000,7.8000,,1350.0000,,,,40.3000,39.0000,12.0000,3.5000,,,Liquid,Chain,Carburettor,
124.0000,,,,87.0000,8.0000,950.0000,1450.0000,,,,54.0000,54.5000,8.3000,3.7000,,Cross / motocross,,Chain,Carburettor,
49.4000,,,,99.0000,6.5000,795.0000,1270.0000,,,,43.0000,38.2000,,2.9000,,Scooter,Liquid,,Carburettor,
,,59.2000,,204.0000,20.0000,770.0000,1440.0000,0.3799,,4000.0000,65.5000,48.7000,10.5000,3.5000,,,Air,,Carburettor,
1064.0000,,94.9000,,251.0000,18.9600,750.0000,1560.0000,0.2948,,5000.0000,92.0000,80.0000,9.8000,3.5000,,Custom / cruiser,Air,,Injection,
865.0000,55.0000,69.0000,,229.0000,16.6000,720.0000,1655.0000,0.2402,6750.0000,4800.0000,90.0000,68.0000,9.2000,3.4000,2006.0000,Custom / cruiser,Air,Chain,Carburettor,
,,,,104.0000,7.8000,,,,,,,,,3.4000,,,Air,Chain,,Peugeot
,,3.0000,,82.0000,24.6000,790.0000,1280.0000,0.0341,,6500.0000,40.0000,39.2000,11.6000,3.3000,,,Air,,,MBK
,,14.0000,100.0000,,9.0000,,,,,5000.0000,72.0000,48.0000,9.0000,3.1000,,,,Belt,Carburettor,
,,100.0000,,168.0000,15.0000,855.0000,1438.0000,0.7024,,7000.0000,101.0000,62.4000,,2.6000,,,Liquid,Chain,,KTM
998.0000,,117.0000,307.0000,159.0000,21.0000,810.0000,,1.0964,,9000.0000,76.0000,55.0000,,3.6000,,Sport,,Chain,Injection,MV Agusta
,,,,,8.0000,,,,,,98.0000,70.0000,15.5000,,,,Liquid,Chain,Carburettor,
,,42.0000,,204.0000,14.5000,760.0000,,0.1972,,6000.0000,92.0000,69.0000,10.5000,3.6000,,,Liquid,Belt,,
,,4.7000,,65.0000,6.5000,,,0.0474,,3800.0000,,,,3.2000,,,Air,,Carburettor,Tomos
,,124.0000,,226.0000,22.0000,785.0000,1480.0000,0.4628,,5000.0000,,,,3.3000,,,Oil & air,Chain,Injection,
,,,,81.0000,6.0000,,,,,,,,,3.3000,,,Air,Shaft,Carburettor,
,,,,98.0000,6.5000,760.0000,,,,,40.3000,39.0000,,3.3000,,,Liquid,Chain,Carburettor,Malaguti
,,94.0000,,191.0000,17.5000,865.0000,1510.0000,0.5055,,6500.0000,100.0000,60.0000,11.5000,3.9000,,,Liquid,Chain,,KTM
,,200.0000,,320.0000,24.0000,740.0000,1695.0000,0.4438,,2500.0000,101.6000,94.3000,8.7000,3.7000,,,Liquid,Shaft,Injection,
,,,,107.5000,10.0000,800.0000,1300.0000,,,,54.0000,54.0000,,3.1000,,,Air,Chain,Carburettor,
,,,,97.0000,7.2000,785.0000,1880.0000,,,,40.0000,39.3000,,3.5000,,,Air,,,
660.0000,49.6000,57.0000,257.5000,180.0000,12.5000,900.0000,1530.0000,0.2756,6500.0000,5250.0000,100.0000,84.0000,,3.6000,2006.0000,Super motard,,Chain,Injection,
49.7000,,,,95.0000,7.8000,,1350.0000,,,,40.3000,39.0000,12.0000,3.6000,,Enduro / offroad,Liquid,,Carburettor,Motorhispania
49.2000,,,,74.0000,8.5000,780.0000,1175.0000,,,,,,,3.2000,,Scooter,Air,Belt,Carburettor,
,,,,65.0000,5.0000,850.0000,1240.0000,,,,48.0000,46.8000,9.5000,3.8000,,,Liquid,,Carburettor,Suzuki
,,,,85.0000,,,1330.0000,0.0287,,,40.3000,39.0000,,3.5000,,,Air,Chain,,
49.0000,3.2000,3.5000,,73.0000,26.4900,765.0000,1294.0000,0.0440,6500.0000,6250.0000,40.0000,39.2000,7.3000,2.9000,2006.0000,Scooter,Air,,,
,,,,257.0000,15.5000,700.0000,1655.0000,,,,83.0000,74.4000,9.4000,3.6000,,,,Shaft,,
,,,,95.0000,,810.0000,1350.0000,,,,40.3000,39.0000,,3.6000,,,,,Carburettor,
999.0000,,95.0000,,199.0000,22.0000,860.0000,1570.0000,0.4852,,6000.0000,101.0000,62.5000,11.5000,3.6000,,Enduro / offroad,,Chain,Carburettor,KTM
124.0000,,11.7000,173.8000,133.0000,13.5000,770.0000,1355.0000,0.1109,,8500.0000,,,,3.3000,,Sport,,Chain,,
196.0000,,,,124.7000,4.0600,889.0000,1422.0000,,,,69.0000,53.0000,9.2000,3.0000,2006.0000,Super motard,Air,Chain,Carburettor,
865.0000,,72.0000,,205.0000,16.0000,790.0000,1490.0000,0.3415,,,90.0000,68.0000,9.2000,3.6000,,Classic,Air,Chain,Carburettor,Triumph
,,2.5000,,76.0000,20.8100,776.0000,1210.0000,0.0283,,4500.0000,40.0000,39.2000,10.2000,3.2000,,,Air,,,
,,,,114.8000,13.0000,925.0000,1481.0000,,,,95.0000,72.0000,11.0000,3.6000,,,Liquid,,Carburettor,KTM
1225.0000,122.0000,112.8000,,191.9000,17.9700,820.0000,1422.0000,0.6359,8000.0000,6400.0000,100.0000,78.0000,11.0000,3.9000,2006.0000,Sport,Air,Chain,Injection,Moto Guzzi
,,,,99.0000,6.7000,,1284.0000,0.0920,,,52.0000,50.0000,6.5000,2.8000,,,Air,,Carburettor,PGO
,,,,92.5000,7.5000,960.0000,1475.0000,,,,77.0000,53.6000,12.6000,3.6000,,,Liquid,,Carburettor,
49.1000,,2.4000,,60.0000,4.5000,,1200.0000,,,4200.0000,,,,2.7000,,Scooter,Air,,Carburettor,Tomos
,,57.0000,,176.0000,14.0000,762.0000,1482.0000,0.2614,,3000.0000,80.0000,74.0000,9.6000,3.7000,,,Air,,Injection,
,,10.5000,,131.0000,9.4000,790.0000,1360.0000,0.1024,,8000.0000,53.7000,54.8000,11.0000,,,,Liquid,Belt,,Malaguti
,,,,,,,,,,,,,,3.5000,,,Air,Shaft,,
,,,,315.0000,19.0000,700.0000,1715.0000,,,,112.0000,90.5000,10.5000,3.6000,,,Liquid,Shaft,Injection,Suzuki
124.1000,,,,,2.4900,740.0000,1080.0000,,,,52.3000,55.4000,,,,Enduro / offroad,Oil & air,Chain,Carburettor,Macbor
49.0000,,,,40.0000,2.8000,,1040.0000,,,,43.0000,38.2000,,3.8000,,Scooter,,,Carburettor,
125.0000,,,,110.0000,10.2100,,1300.0000,,,,56.0000,49.5000,9.0000,3.1000,2006.0000,Sport,Air,,,
,,,,99.0000,6.5000,,,,,,40.0000,39.3000,,3.5000,,,,Belt,,
998.0000,,98.0000,,210.0000,20.0000,825.0000,1445.0000,0.5300,,7000.0000,,,,,,Naked bike,Liquid,Chain,,
,,,,201.0000,12.0000,700.0000,1560.0000,,,,83.0000,74.4000,10.0000,3.7000,,,Liquid,Shaft,Carburettor,Suzuki
599.4000,,64.7000,225.0000,183.0000,16.5000,785.0000,1440.0000,0.5355,,9600.0000,67.0000,42.5000,12.5000,3.8000,,Naked bike,Liquid,Chain,Injection,
,,9.4000,,134.0000,6.5000,774.0000,1480.0000,0.0850,,8500.0000,53.7000,54.8000,11.0000,3.2000,,,Liquid,,Carburettor,MBK
,,,60.0000,60.0000,2.0000,,1200.0000,,,,,,,3.1000,,,Air,Chain,Carburettor,
,,111.0000,,192.0000,,,2007.0000,0.9080,,10000.0000,76.0000,55.0000,13.0000,3.6000,,,Liquid,Chain,Injection,MV Agusta
107.0000,,,,60.0000,3.0000,795.0000,1061.0000,,,,52.4000,49.5000,9.6000,,,"Minibike, cross",Air,Chain,Carburettor,
,,9.1000,,109.0000,7.5000,,1129.0000,0.0836,,6500.0000,51.5000,60.0000,9.4000,,,,Air,Belt,Carburettor,
,,,,96.0000,7.0000,820.0000,1268.0000,,,,,,,3.4000,,,Air,Belt,Carburettor,Malaguti
1783.0000,,,,180.0000,19.0000,700.0000,1715.0000,,,,112.0000,90.5000,10.5000,3.7000,2006.0000,Custom / cruiser,Liquid,Chain,,
49.0000,2.3000,4.7000,,62.0000,3.5000,,,0.0366,4000.0000,3800.0000,,,,3.5000,2006.0000,Scooter,Air,Belt,Carburettor,
,,,,103.9000,6.4300,762.0000,1372.0000,,,,62.0000,49.5000,,3.2000,,,Air,Belt,,
244.0000,22.1000,,,158.0000,8.5000,795.0000,1360.0000,0.1398,8500.0000,,72.0000,60.0000,,3.7000,2006.0000,Scooter,Liquid,Belt,Carburettor,Malaguti
249.0000,,,,137.0000,14.0000,680.0000,1450.0000,,,,72.0000,61.2000,9.0000,3.2000,2006.0000,Allround,,Chain,Carburettor,
196.0000,,,,123.0000,9.9900,914.0000,1422.0000,,,,69.0000,53.0000,9.0000,2.9000,,Enduro / offroad,Air,Chain,,
,,,,96.0000,7.0000,880.0000,1350.0000,,,,40.3000,39.0000,12.0000,3.0000,,,Liquid,Chain,Carburettor,
,,10.2000,,87.0000,6.0000,775.0000,1330.0000,0.1149,,6500.0000,40.0000,39.3000,10.3000,3.7000,,,Air,,,Piaggio
1187.0000,,105.0000,,,,,,,,5700.0000,107.0000,66.0000,12.5000,3.3000,,Naked bike,Liquid,Chain,Injection,Moto Morini
