displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,power_weight_ratio,power_rpm,torque_rpm,bore_mm,stroke_mm,compression_ratio,rating,year,category,cooling,transmission,fuel_system,brand
421.0000,,,,,14.0000,855.0000,1240.0000,,,,84.5000,75.0000,10.0000,,,ATV,Liquid,Shaft,Injection,
1037.0000,,103.0000,,,20.0000,850.0000,1555.0000,,,4000.0000,100.0000,66.0000,11.3000,,,Super motard,Liquid,Chain,Injection,
689.0000,,67.0000,,,13.0000,835.0000,1405.0000,,,6500.0000,80.0000,68.6000,11.5000,,,Sport,Liquid,Chain,Injection,
,,29.0000,,,13.0000,795.0000,1595.0000,,,5750.0000,70.0000,75.9000,10.9000,3.9000,,,Liquid,Belt,Injection,
,,,,66.0000,2.3000,680.0000,1310.0000,,,,72.5000,60.0000,,,,,Liquid,Chain,Injection,
125.0000,,10.3000,,,5.2000,780.0000,1280.0000,,,5000.0000,52.0000,57.9000,10.2000,,,Scooter,Air,Belt,Injection,Yamaha
,,29.6000,,,14.0000,780.0000,1379.0000,,,9000.0000,68.0000,44.1000,11.2000,,,,Liquid,Chain,Injection,
,,,,220.0000,7.0000,680.0000,1600.0000,,,,88.9000,96.8000,10.0000,,,,Air,Chain,Injection,Road Hopper
125.0000,10.6000,,,133.0000,15.0000,790.0000,1335.0000,0.0797,9000.0000,,52.4000,57.8000,9.0000,,2022.0000,Sport,Air,Chain,Injection,UM
250.0000,,,,,8.1400,955.0000,1481.0000,,,,77.0000,53.6000,13.8000,,,Enduro / offroad,Liquid,Chain,Injection,
,,,,,6.8100,970.0000,1481.0000,,,,66.4000,72.0000,10.6000,,,,Liquid,Chain,Carburettor,
125.0000,,,,109.0000,7.5000,830.0000,1330.0000,,,,52.4000,57.8000,,,2022.0000,Naked bike,Air,Chain,Injection,Rieju
,,64.0000,,,17.2000,835.0000,1418.0000,,,6250.0000,74.0000,51.1000,12.0000,4.2000,,,Liquid,Chain,Injection,
149.6000,11.1000,8.0000,90.0000,92.0000,5.5000,,1850.0000,0.1210,7000.0000,,,,,,2022.0000,Scooter,Air,,Carburettor,
1200.0000,,110.0000,,207.0000,16.0000,870.0000,1570.0000,0.4300,,3950.0000,97.6000,80.0000,11.0000,,,Classic,Liquid,Chain,Injection,
,,42.0000,112.7000,331.1000,19.0000,813.0000,,0.1238,,4300.0000,78.0000,78.0000,10.5000,,,,Air,Shaft,Injection,
,,11.5000,,,11.0000,810.0000,1325.0000,,,8000.0000,52.0000,58.6000,11.2000,3.5000,,,Liquid,Chain,Injection,Yamaha
,,80.0000,,,12.0000,790.0000,1445.0000,,,3250.0000,84.6000,80.0000,11.0000,,,,Liquid,Chain,Injection,
321.0000,41.4000,29.5000,,,14.0000,780.0000,1380.0000,,10750.0000,9000.0000,68.0000,44.1000,11.2000,,2022.0000,Sport,Liquid,Chain,Injection,Yamaha
,,,,260.0000,8.0000,660.0000,1620.0000,,,,88.9000,107.9000,8.5000,,,,,Chain,Carburettor,
,,,,,10.0000,636.0000,1689.0000,,,,,,,,,,,Chain,Carburettor,Zero Engineering
,,,112.0000,,8.0000,810.0000,1359.0000,,,,74.0000,58.0000,9.5000,3.9000,,,Air,Chain,Injection,
,,9.6000,,95.0000,4.2000,750.0000,1260.0000,0.0988,,5500.0000,52.4000,57.9000,9.5000,,,,Air,Belt,Injection,
,,103.0000,,,20.0000,850.0000,1555.0000,,,4000.0000,100.0000,66.0000,11.5000,,,,Liquid,Chain,Injection,
,,,90.0000,,4.2000,750.0000,,,,,,,,,,,Air,Belt,Carburettor,
196.0000,,,,,6.8100,790.0000,1326.0000,,,,67.0000,55.7000,9.5000,3.2000,2022.0000,Enduro / offroad,Air,Chain,Carburettor,Yamaha
,,106.0000,,,12.0000,705.0000,1500.0000,,,4000.0000,97.6000,80.0000,10.0000,3.3000,,,Liquid,Chain,Injection,Triumph
750.0000,,86.2000,,,17.0000,810.0000,1390.0000,,,11200.0000,70.0000,48.7000,12.5000,3.8000,,Sport,Liquid,Chain,Injection,Suzuki
150.0000,,,,,10.0000,750.0000,,,,,,,,,,Allround,Air,Chain,Carburettor,
250.0000,,,,,6.0600,970.0000,1476.0000,,,,77.0000,53.6000,13.8000,,2022.0000,Cross / motocross,Liquid,Chain,Injection,
686.0000,,,,,11.0000,830.0000,1280.0000,,,,102.0000,84.0000,10.0000,,,ATV,,Chain,Injection,
113.0000,,9.0000,,,4.0000,775.0000,1224.0000,,,6500.0000,51.0000,55.2000,9.4000,,,Scooter,Air,Chain,Injection,
,,77.3000,,168.0000,17.4000,825.0000,1405.0000,0.6905,,9400.0000,78.0000,53.4000,12.5000,4.4000,,,Liquid,Chain,Injection,
1200.0000,,112.6000,,197.0000,14.5000,810.0000,1415.0000,0.5228,,4250.0000,97.6000,80.0000,11.0000,,,Classic,Liquid,Chain,Injection,
,,29.6000,,,14.0000,780.0000,1379.0000,,,9000.0000,68.0000,44.1000,11.2000,,,,Liquid,Chain,Injection,
249.0000,26.5000,22.2000,,,12.0000,800.0000,1345.0000,,9300.0000,7300.0000,76.0000,54.9000,,,2022.0000,Sport,Air,Chain,Injection,
50.0000,,,,85.0000,6.3200,890.0000,1405.0000,,,,40.3000,39.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,Rieju
1037.0000,100.0000,103.0000,,,20.0000,850.0000,1555.0000,,8000.0000,4000.0000,100.0000,66.0000,11.3000,,2022.0000,Super motard,Liquid,Chain,Injection,
,,,,,2.0100,475.0000,856.0000,,,,40.0000,39.2000,6.0000,,,,Air,Shaft,Carburettor,
,,10.3000,,,5.2000,785.0000,1280.0000,,,5000.0000,52.4000,57.9000,10.2000,,,,Air,Belt,Injection,
125.0000,9.4000,9.6000,,94.0000,4.2000,750.0000,1260.0000,0.0999,8000.0000,5500.0000,52.4000,57.9000,9.5000,,2022.0000,Scooter,Air,Belt,Injection,
689.0000,73.8000,68.0000,,,14.0000,835.0000,1405.0000,,9000.0000,6500.0000,80.0000,68.6000,11.5000,3.7000,2022.0000,Classic,Liquid,Chain,Injection,
,,131.0000,,,18.2000,720.0000,1675.0000,,,2600.0000,96.0000,101.0000,9.5000,,,,Liquid,Shaft,Injection,
449.0000,,,,,10.0000,810.0000,1270.0000,,,,95.0000,63.4000,11.8000,,2022.0000,ATV,Liquid,Chain,Injection,Yamaha
50.0000,,,,85.0000,6.3200,890.0000,1405.0000,,,,40.3000,39.0000,,,2022.0000,Enduro / offroad,Liquid,Chain,Carburettor,
749.0000,112.7000,81.0000,,,16.0000,820.0000,1455.0000,,10500.0000,9000.0000,72.0000,46.0000,12.3000,,2022.0000,Sport,Liquid,Chain,Injection,
125.0000,,8.7000,,172.0000,21.0000,770.0000,1518.0000,0.0935,,8500.0000,52.4000,57.8000,9.0000,,,Custom / cruiser,Air,Chain,Injection,
149.0000,,13.3000,,,10.0000,810.0000,1330.0000,,,5500.0000,57.3000,57.9000,9.6000,,,Classic,Air,Chain,Injection,
,,55.7000,,,15.0000,800.0000,1575.0000,,,5250.0000,70.0000,73.0000,11.0000,2.8000,,,Liquid,Belt,Injection,Yamaha
,,13.9000,,,10.0000,810.0000,1335.0000,,,8500.0000,58.0000,58.7000,11.6000,,,,Liquid,Chain,Injection,
,,,,102.0000,9.7000,950.0000,1480.0000,,,,78.0000,52.2000,,,,,Liquid,Chain,Injection,Sherco
123.7000,,,,82.0000,2.1000,700.0000,1308.0000,,,,54.0000,54.0000,,,,Trial,Air,Chain,Carburettor,
,3.4000,150.0000,60.0000,36.8000,,830.0000,1260.0000,0.0910,,,,,,,2022.0000,Cross / motocross,,Chain,,Veli
292.0000,,29.0000,,,13.0000,795.0000,1540.0000,,,5750.0000,70.0000,75.9000,10.9000,3.1000,,Scooter,Liquid,Belt,Injection,Yamaha
900.0000,65.0000,80.0000,,,12.0000,790.0000,1445.0000,,7250.0000,3250.0000,84.6000,80.0000,11.0000,,2022.0000,Classic,Liquid,Chain,Injection,
,,67.7000,,,17.0000,850.0000,1405.0000,,,10500.0000,67.0000,42.5000,13.1000,,,,Liquid,Chain,Injection,
,,13.6000,,,4.2000,775.0000,1275.0000,,,5500.0000,52.4000,57.9000,12.0000,,,,Liquid,Belt,Injection,Yamaha
,60.0000,105.8000,157.7000,,,843.0000,1427.0000,,5300.0000,,,,,,2022.0000,Super motard,Air,Belt,,
50.0000,,,,85.0000,6.3000,870.0000,1380.0000,,,,40.3000,39.0000,,,2022.0000,Super motard,Liquid,Chain,Carburettor,
,,,,85.0000,4.2000,840.0000,1308.0000,,,,54.0000,54.0000,,,,,Air,Chain,Carburettor,
,,,25.0000,110.0000,5.0000,,,0.0097,,,,,,,,,Air,Belt,Carburettor,Vastro
,,9.6000,,,13.0000,795.0000,1290.0000,,,6000.0000,54.0000,54.0000,10.0000,,,,Air,Chain,Carburettor,
,,,,,11.0000,830.0000,1280.0000,,,,102.0000,84.0000,10.0000,,,,Liquid,Chain,Injection,Yamaha
,,29.5000,,,14.0000,780.0000,1380.0000,,,9000.0000,68.0000,44.1000,11.2000,,,,Liquid,Chain,Injection,
,,,25.0000,,,775.0000,1320.0000,,,,,,,,,Scooter,Air,,,YObykes
,,14.4000,,,6.6000,765.0000,1350.0000,,,6000.0000,58.0000,58.7000,10.5000,,,,Liquid,Belt,Injection,
,,10.5000,95.0000,,5.8000,765.0000,1285.0000,,,5500.0000,53.5000,48.8000,9.9000,,,,Air,Chain,Injection,
109.7000,8.0000,8.8000,,,5.0000,765.0000,1275.0000,,7500.0000,5500.0000,53.5000,48.8000,9.9000,,2022.0000,Scooter,Air,Chain,Injection,TVS
249.5000,,,,105.0000,9.8000,950.0000,1480.0000,,,,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,
87.8000,,6.5000,,96.0000,4.2000,760.0000,1230.0000,0.0558,,3500.0000,51.0000,43.0000,9.9000,,,Scooter,Air,Belt,Injection,
,,111.0000,,,17.0000,825.0000,1400.0000,,,9000.0000,79.0000,50.9000,12.0000,,,,Liquid,Chain,Injection,
,,12.4000,59.6000,98.8000,10.0000,813.0000,1295.0000,0.0709,,2800.0000,,,,,,,Liquid,Chain,Carburettor,
,,112.0000,,,14.5000,809.0000,1413.0000,,,4250.0000,97.6000,80.0000,12.1000,3.6000,,,Liquid,Chain,Injection,
1200.0000,77.0000,106.0000,,,12.0000,705.0000,1500.0000,,6100.0000,4000.0000,97.6000,80.0000,10.0000,,2022.0000,Classic,Liquid,Chain,Injection,
,,69.0000,,,15.5200,700.0000,1655.0000,,,3200.0000,83.0000,74.4000,9.4000,,,,Liquid,Shaft,Injection,Suzuki
,12.1000,240.0000,95.0000,,,750.0000,1476.0000,,,,,,,,2022.0000,Scooter,,,,Seat
,,,100.0000,109.0000,12.0000,,2030.0000,0.1165,,,,,,,,,Air,Chain,Carburettor,Zanella
1037.0000,99.0000,103.0000,,,20.0000,850.0000,1555.0000,,8000.0000,4000.0000,100.0000,66.0000,11.3000,,2022.0000,Super motard,Liquid,Chain,Injection,Suzuki
249.0000,,,,,8.0000,970.0000,1481.0000,,,,66.4000,72.0000,10.6000,,,Cross / motocross,Liquid,Chain,Carburettor,Yamaha
1160.0000,180.0000,124.8000,,199.0000,15.5000,830.0000,1439.0000,0.9045,10750.0000,9000.0000,90.0000,60.8000,13.2000,4.3000,2022.0000,Sport,Liquid,Chain,Injection,Triumph
125.0000,,,,66.6000,2.3000,680.0000,1310.0000,,,,54.0000,54.5000,,,2022.0000,Trial,Liquid,Chain,Injection,Vertigo
998.0000,165.9000,112.0000,,,17.0000,835.0000,1405.0000,,11500.0000,9000.0000,79.0000,50.9000,12.0000,3.8000,2022.0000,Naked bike,Liquid,Chain,Injection,
,,103.0000,,,20.0000,850.0000,1555.0000,,,4000.0000,100.0000,66.0000,11.3000,,,,Liquid,Chain,Injection,Suzuki
,4.8000,,50.0000,117.0000,,,1359.0000,0.0413,,,,,,,2022.0000,Scooter,Air,,,
,,130.0000,,,20.0000,850.0000,1520.0000,,,7000.0000,89.9000,60.5000,13.2000,4.5000,,,Liquid,Shaft,Injection,Triumph
49.0000,,3.2000,,,5.4000,790.0000,1275.0000,,,7000.0000,38.0000,43.6000,12.0000,,,Scooter,Liquid,Belt,Injection,
890.0000,,93.0000,,,19.0000,810.0000,1500.0000,,,7000.0000,78.0000,62.1000,11.5000,1.4000,,Sport touring,Liquid,Chain,Injection,Yamaha
321.0000,,29.6000,,,14.0000,780.0000,1379.0000,,,9000.0000,68.0000,44.1000,11.2000,,,Sport,Liquid,Chain,Injection,Yamaha
,,,,,4.9200,841.0000,1255.0000,,,,47.5000,47.8000,9.6000,,,,Liquid,Chain,Carburettor,
49.6000,2.8000,,45.0000,112.0000,4.7000,,,0.0252,7500.0000,,,,,,2022.0000,Scooter,Air,Belt,Injection,
745.0000,40.2000,55.0000,105.0000,320.0000,19.0000,790.0000,,0.1257,5500.0000,4300.0000,78.0000,78.0000,8.6000,,2022.0000,Classic,Air,Shaft,Injection,
,,110.0000,,207.0000,16.0000,870.0000,1570.0000,0.4300,,3950.0000,97.6000,80.0000,11.0000,4.0000,,,Liquid,Chain,Injection,
223.0000,,18.6000,,,8.0000,871.0000,1384.0000,,,6000.0000,70.0000,58.0000,9.5000,,2022.0000,Enduro / offroad,Air,Chain,Carburettor,Yamaha
686.0000,,,,,18.0000,930.0000,1250.0000,,,,102.0000,84.0000,10.1000,,,ATV,Liquid,Shaft,Injection,
,,8.0000,90.0000,95.0000,5.5000,,1850.0000,0.1172,,,,,,,,,Air,,Carburettor,Serpento
689.0000,,67.0000,,,17.0000,835.0000,1460.0000,,,6500.0000,80.0000,68.6000,11.5000,2.6000,,Sport touring,Liquid,Chain,Injection,
149.0000,12.7000,,90.0000,109.0000,12.0000,,,0.1165,,,,,,,2022.0000,Allround,Air,Chain,Carburettor,
,,,,112.0000,6.3000,870.0000,1405.0000,,,,58.0000,47.0000,,,,,Liquid,Chain,Injection,Rieju
1037.0000,,103.0000,,,20.0000,850.0000,1555.0000,,,4000.0000,100.0000,66.0000,11.3000,,,Super motard,Liquid,Chain,Injection,
155.0000,,14.4000,,,5.4000,795.0000,1290.0000,,,800.0000,58.0000,58.7000,10.5000,,,Scooter,Air,Chain,Injection,
,,,,68.0000,2.3000,680.0000,1310.0000,,,,64.0000,54.5000,,,,,Liquid,Chain,Injection,
,,,,,18.0000,918.0000,1250.0000,,,,102.0000,84.0000,10.1000,,,,Liquid,Shaft,Injection,
,,280.0000,100.0000,,,850.0000,1370.0000,,,,,,,,,Sport,,Chain,,
65.0000,,,,,3.4100,754.0000,1143.0000,,,,43.5000,43.6000,9.1000,,2022.0000,Enduro / offroad,Liquid,Chain,Carburettor,
689.0000,74.0000,68.0000,,,14.0000,805.0000,1400.0000,,9000.0000,6500.0000,80.0000,68.6000,11.5000,3.1000,2022.0000,Sport,Liquid,Chain,Injection,
,,,,,7.9500,970.0000,1486.0000,,,,66.4000,72.0000,9.4000,3.9000,,,Liquid,Chain,Injection,
,,,,,3.0300,556.0000,925.0000,,,,36.0000,48.6000,9.5000,,,,Air,Chain,Carburettor,Yamaha
805.0000,53.0000,69.0000,160.0000,,15.5200,700.0000,1655.0000,,6000.0000,3200.0000,83.0000,74.4000,9.4000,,2022.0000,Custom / cruiser,Liquid,Shaft,Injection,
,,,,,6.0000,650.0000,1030.0000,,,,45.5000,55.2000,9.5000,,,,Air,Chain,Carburettor,
,,,,66.0000,2.3000,640.0000,,,,,54.0000,54.6000,,,,,Liquid,Chain,Carburettor,TRS
250.0000,18.0000,,125.0000,,14.0000,800.0000,,,,,,,,,2022.0000,Naked bike,Oil & air,Chain,Carburettor,
,,106.0000,,,12.0000,690.0000,1500.0000,,,4000.0000,97.6000,80.0000,10.0000,,,,Liquid,Chain,Injection,
,,14.0000,95.0000,116.0000,5.0000,,,0.1214,,6000.0000,,,,,,,Air,Chain,Carburettor,
159.7000,17.6000,14.7000,114.0000,,12.0000,800.0000,1357.0000,,9250.0000,7250.0000,62.0000,52.9000,9.5000,,2022.0000,Sport,Air,Chain,Injection,
149.0000,12.4000,13.3000,,,13.0000,790.0000,1330.0000,,7250.0000,5500.0000,57.3000,57.9000,9.5000,,2022.0000,Naked bike,Air,Chain,Injection,
686.0000,,,,,11.0000,830.0000,1280.0000,,,,102.0000,84.0000,10.0000,,2022.0000,ATV,Liquid,Chain,Injection,
300.0000,,,,66.0000,2.3000,680.0000,1310.0000,,,,79.0000,60.0000,,,,Trial,Liquid,Chain,Injection,Vertigo
155.0000,18.1000,14.2000,,,11.0000,815.0000,1325.0000,,10000.0000,7500.0000,58.0000,58.7000,11.6000,,2022.0000,Sport,Liquid,Chain,Injection,
113.0000,,,,,5.2000,755.0000,1260.0000,,,,51.0000,55.2000,9.4000,,,Scooter,Air,Belt,Injection,
1200.0000,,110.0000,,,16.0000,870.0000,1570.0000,,,3950.0000,97.6000,80.0000,11.0000,,,Classic,Liquid,Chain,Injection,
303.7000,,,,102.0000,9.7000,950.0000,1480.0000,,,,84.0000,54.8000,,3.8000,,Enduro / offroad,Liquid,Chain,Injection,
,,86.2000,,,17.0000,810.0000,1390.0000,,,11200.0000,70.0000,48.7000,12.5000,,,,Liquid,Chain,Injection,
689.0000,72.4000,68.0000,,,15.9000,,1595.0000,,9000.0000,6500.0000,80.0000,68.6000,11.5000,,2022.0000,Prototype / concept model,Liquid,Chain,Injection,Yamaha
,,12.4000,90.1000,98.8000,10.0000,787.0000,1295.0000,0.0709,,2800.0000,,,,,,,Air,Chain,Carburettor,Rokon
250.0000,,,,,6.0600,970.0000,1476.0000,,,,97.0000,60.8000,13.0000,,2022.0000,Cross / motocross,Liquid,Chain,Injection,
,,,100.0000,47.5000,,830.0000,1375.0000,0.1695,,,,,,,,,,Chain,,
,,,,,2.1000,700.0000,1308.0000,,,,54.0000,54.0000,,,,,Air,Chain,Carburettor,
900.0000,64.1000,80.0000,,,14.5000,790.0000,1450.0000,,7400.0000,3750.0000,84.6000,80.0000,11.0000,,2022.0000,Allround,Liquid,Chain,Injection,Triumph
,,,,23.8000,,480.0000,980.0000,0.0424,,,,,,,,,Liquid,Chain,,
,,,,,6.0600,970.0000,1476.0000,,,,77.0000,53.6000,13.8000,3.2000,,,Liquid,Chain,Injection,Yamaha
,,93.0000,,,19.0000,810.0000,1500.0000,,,7000.0000,78.0000,62.1000,11.5000,1.2000,,,Liquid,Chain,Injection,
,,14.2000,,,11.0000,815.0000,1325.0000,,,7500.0000,58.0000,58.7000,,2.9000,,,Liquid,Chain,Injection,
2458.0000,165.0000,221.0000,,291.0000,18.0000,773.0000,1677.0000,0.5670,6000.0000,4000.0000,110.2000,85.9000,10.8000,,2022.0000,Custom / cruiser,Liquid,Shaft,Injection,
208.0000,7.0000,9.1000,90.1000,98.8000,10.0000,838.0000,1295.0000,0.0709,3600.0000,2800.0000,,,,,2022.0000,Enduro / offroad,Air,Chain,Carburettor,
,,68.6000,,,17.0000,835.0000,1460.0000,,,6500.0000,80.0000,68.6000,11.5000,3.5000,,,Liquid,Chain,Injection,Yamaha
,,10.9000,,130.0000,11.2000,760.0000,1451.0000,0.1154,,8250.0000,58.0000,47.0000,12.8000,,,,Liquid,Chain,Injection,
,,,,,17.0000,810.0000,1385.0000,,,,67.0000,42.5000,12.9000,,,,Liquid,Chain,Injection,
900.0000,65.0000,80.0000,,,12.1100,765.0000,1450.0000,,7500.0000,3800.0000,84.6000,80.0000,11.0000,3.7000,2022.0000,Classic,Liquid,Chain,Injection,
,,,,,5.8000,585.0000,830.0000,,,,39.0000,41.4000,8.5000,,,,Air,Belt,Carburettor,
125.0000,,,,148.0000,10.0000,770.0000,1390.0000,0.0642,,,,,,,,Scooter,Liquid,Belt,Injection,
,,,,106.0000,5.2000,780.0000,1265.0000,,,,52.5000,57.4000,9.6000,,,,Air,Belt,Injection,
,,,,,14.0000,826.0000,1430.0000,,,,78.0000,62.1000,11.5000,1.6000,,,Liquid,Chain,Injection,
125.0000,,11.7000,,,7.2000,780.0000,1350.0000,,,7250.0000,52.0000,58.7000,11.2000,,,Scooter,Liquid,Belt,Injection,
,,17.3000,127.0000,,12.0000,800.0000,1353.0000,,,7250.0000,66.0000,57.8000,10.0000,,,,Oil & air,Chain,Injection,
1160.0000,150.0000,130.0000,,,20.0000,850.0000,1520.0000,,9000.0000,7000.0000,89.9000,60.5000,13.2000,4.6000,2022.0000,Allround,Liquid,Shaft,Injection,
,,,25.0000,,,730.0000,1260.0000,,,,,,,,,,Air,Chain,,
109.7000,8.2000,8.7000,90.0000,,10.0000,,1236.0000,,7350.0000,4500.0000,53.5000,48.8000,10.0000,,2022.0000,Allround,Air,Chain,Injection,
,,138.0000,,,25.0000,805.0000,1545.0000,,,7000.0000,79.0000,66.2000,10.8000,,,,Liquid,Shaft,Injection,
249.0000,,60.0000,,139.0000,9.5000,685.0000,1490.0000,,,,49.0000,66.0000,10.0000,,2022.0000,Allround,Air,Chain,Carburettor,Yamaha
208.0000,7.0000,12.4000,56.0000,98.8000,10.0000,813.0000,1295.0000,0.0709,3600.0000,2800.0000,,,,,2022.0000,Enduro / offroad,Air,Chain,Carburettor,
,,,,,,635.0000,,,,,,,,,,,Air,Belt,Carburettor,Ultra
292.0000,,29.0000,,,13.0000,795.0000,1540.0000,,,5750.0000,70.0000,75.9000,10.9000,,,Scooter,Liquid,Belt,Injection,Yamaha
1298.0000,146.2000,138.0000,,,25.0000,805.0000,1544.0000,,8000.0000,7000.0000,79.0000,66.2000,10.8000,,2022.0000,Sport touring,Liquid,Shaft,Injection,
,,13.3000,,,13.0000,790.0000,1330.0000,,,5500.0000,57.3000,57.9000,9.6000,,,,Air,Chain,Injection,Yamaha
1160.0000,,124.8000,,,15.5000,830.0000,1445.0000,,,9000.0000,90.0000,60.8000,13.2000,4.4000,,Naked bike,Liquid,Chain,Injection,
,,110.0000,158.0000,,,807.0000,1410.0000,,,,,,,,,,Air,Belt,,Zero
292.0000,27.6000,29.0000,,,13.0000,795.0000,1540.0000,,7250.0000,5750.0000,70.0000,75.8000,10.9000,,2022.0000,Scooter,Liquid,Belt,Injection,
1200.0000,89.0000,110.0000,,205.0000,16.0000,840.0000,1530.0000,0.4341,7250.0000,4500.0000,97.6000,80.0000,11.1000,,2022.0000,Classic,Liquid,Chain,Injection,Triumph
124.8000,,10.5000,,,5.1000,765.0000,1275.0000,,,4500.0000,53.5000,55.5000,9.9000,,,Scooter,Air,Belt,Carburettor,
,,,,,6.8100,980.0000,1445.0000,,,,54.0000,54.5000,10.1000,,,,Liquid,Chain,Carburettor,Yamaha
,,32.0000,80.0000,,,,,,,,,,,,,Allround,,,,
300.0000,31.0000,,,68.0000,2.3000,680.0000,1310.0000,0.4559,9200.0000,,79.0000,60.0000,,,2022.0000,Trial,Liquid,Chain,Injection,
248.0000,,22.0000,,,15.0000,790.0000,1430.0000,,,6500.0000,53.5000,55.2000,11.5000,,,Sport,Liquid,Chain,Injection,
,,,,,6.0600,965.0000,1486.0000,,,,97.0000,60.9000,13.0000,3.2000,,,Liquid,Chain,Injection,
,,,85.0000,118.0000,,,1295.0000,0.0966,,,,,,,,,,,,Sanya
,,11.0000,,,13.0000,800.0000,1570.0000,,,6250.0000,52.0000,58.7000,11.2000,,,,Liquid,Belt,Injection,
1202.0000,,,,220.0000,7.0000,680.0000,1600.0000,,,,88.9000,96.8000,10.0000,,2022.0000,Custom / cruiser,Air,Chain,Injection,
,,,130.0000,,20.0000,800.0000,,,,,,,,3.4000,,,Oil & air,Chain,Carburettor,
,,10.3000,,,5.2000,785.0000,1280.0000,,,5000.0000,52.4000,57.9000,10.2000,,,,Air,Belt,Injection,
110.0000,6.8000,7.9000,,,4.2000,770.0000,1205.0000,,8000.0000,,51.0000,54.0000,9.3000,2.7000,2022.0000,Scooter,Liquid,Chain,Carburettor,Yamaha
,,221.0000,,294.0000,18.0000,750.0000,1677.0000,0.5612,,4000.0000,110.2000,85.9000,10.8000,,,,Liquid,Shaft,Injection,Triumph
149.0000,,13.3000,,,13.0000,790.0000,1330.0000,,,5500.0000,57.3000,57.9000,9.6000,,,Naked bike,Air,Chain,Injection,Yamaha
,,,,,8.0000,970.0000,1481.0000,,,,66.4000,72.0000,10.6000,,,,Liquid,Chain,Carburettor,
149.3000,,12.8000,,,14.0000,800.0000,1320.0000,,,6000.0000,57.3000,57.9000,9.5000,,,Allround,Air,Chain,Carburettor,Yamaha
,,,,,5.0000,,,,,,,,,,,,Air,Chain,Carburettor,
,,9.5000,85.0000,140.0000,14.0000,760.0000,1560.0000,0.0623,,8500.0000,,,,,,,,Belt,Injection,Yuki
147.3000,,14.0000,,,11.0000,785.0000,1300.0000,,,9000.0000,62.0000,48.8000,11.5000,,,Naked bike,Liquid,Chain,Injection,Suzuki
,,,,68.5000,2.5000,640.0000,,,,,76.0000,60.0000,,,,,Liquid,Chain,Carburettor,
,,8.7000,90.0000,,10.0000,,1260.0000,,,4500.0000,53.5000,48.8000,10.0000,,,,,Chain,Injection,
,,7.2000,,94.0000,4.1000,745.0000,1240.0000,0.0813,,5500.0000,50.0000,57.9000,8.8000,,,,Air,Belt,Carburettor,Yamaha
,,,,,4.8000,654.0000,1010.0000,,,,47.0000,51.0000,10.2000,,,,Air,Belt,Carburettor,
,,,,165.0000,12.0000,790.0000,,0.1636,,,,,,,,,Air,Chain,Carburettor,Herald
49.7000,,,,85.0000,6.5000,885.0000,1417.0000,,,,40.3000,39.0000,12.0000,,2021.0000,Super motard,Liquid,Chain,Carburettor,
,,,,407.8000,22.7100,914.0000,1461.0000,0.1275,,,91.0000,61.5000,10.3000,,,,Liquid,Shaft,Injection,
,,,,,7.9000,955.0000,1480.0000,,,,77.0000,53.6000,13.8000,3.6000,,,Liquid,Chain,Carburettor,
1753.5000,,149.2000,170.0000,285.8000,13.2500,655.0000,1631.0000,,,3000.0000,100.0000,111.1000,10.0000,3.4000,,Custom / cruiser,Air,Belt,Injection,Harley-Davidson
1202.0000,,99.0000,,248.1000,12.5000,653.0000,1514.0000,,,3500.0000,88.9000,96.8000,10.0000,3.6000,2021.0000,Custom / cruiser,Air,Belt,Injection,
378.0000,48.5000,35.0000,154.5000,,19.0000,,1380.0000,,9000.0000,6500.0000,66.0000,55.2000,,,2021.0000,Naked bike,Liquid,Chain,Carburettor,
,,,,,7.0000,865.0000,1390.0000,,,,39.9000,40.0000,11.5000,,,,Liquid,Chain,Carburettor,
,,,,99.0000,7.0000,950.0000,1476.0000,0.4646,,,78.0000,52.3000,,,,,Liquid,Chain,Injection,
853.0000,,83.0000,190.0000,,15.0000,815.0000,1559.0000,,,6000.0000,84.0000,77.0000,12.7000,3.8000,,Enduro / offroad,Liquid,Chain,Injection,
,,11.6000,,,7.0000,775.0000,1353.0000,,,6000.0000,58.0000,60.6000,8.8000,,,,Air,Belt,Injection,Aprilia
,,121.0000,,185.0000,18.5000,825.0000,1450.0000,0.9459,,9000.0000,81.0000,52.3000,13.6000,3.5000,,,Liquid,Chain,Injection,
,17.4000,39.3000,136.8000,79.0000,,762.0000,,0.2206,,,,,,,2021.0000,Allround,Air,,,
,,10.2000,,,3.7900,739.0000,1219.0000,,,4500.0000,52.4000,57.9000,9.0000,,,,Air,Chain,Injection,Honda
,,10.4000,,,5.0000,775.0000,1261.0000,,,5500.0000,53.0000,49.5000,10.0000,,,,Air,Chain,Injection,
,,,130.0000,126.0000,6.0000,,1420.0000,,,,,,,,,,Liquid,Belt,Injection,
,,26.6000,,,7.3000,957.0000,1486.0000,,,9500.0000,86.0000,50.9000,13.9000,,,,Liquid,Chain,Injection,Honda
,,54.0000,45.0000,95.0000,,780.0000,,0.0282,,,,,,,,,Air,Belt,,
