displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,bore_mm,stroke_mm,compression_ratio,power_weight_ratio,power_rpm,category,cooling,transmission,fuel_system,brand,rating,year
293.2000,,,,106.1000,9.0000,963.0000,1489.0000,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,,,2025.0000
250.0000,,19.0000,110.0000,130.0000,15.0000,860.0000,2080.0000,,,,0.1285,,Enduro / offroad,Air,Chain,,,,
124.8000,,,,92.4000,7.2000,958.0000,1493.0000,54.0000,54.5000,,0.1623,,Enduro / offroad,Liquid,Chain,Injection,KTM,,
275.0000,,24.5000,,160.0000,7.5000,790.0000,1370.0000,,,10.2000,0.1569,,Scooter,Liquid,Belt,Injection,,,
250.0000,28.2000,,100.0000,119.0000,,,1400.0000,,,,0.2366,,Enduro / offroad,Air,Chain,,,,2025.0000
1350.0000,,145.0000,,220.0000,23.0000,847.0000,1558.0000,110.0000,71.0000,13.0000,0.7727,,Allround,Liquid,Chain,Injection,,,
125.0000,14.8000,11.0000,99.0000,124.0000,7.2000,865.0000,,,,,0.1190,10750.0000,Super motard,Liquid,Chain,Injection,Malaguti,,2025.0000
248.4000,,,,102.0000,9.8000,950.0000,1480.0000,78.0000,52.2000,,,,Enduro / offroad,Liquid,Chain,Injection,,,
401.0000,,32.8000,145.0000,168.0000,17.0000,735.0000,1490.0000,68.0000,55.2000,11.6000,0.2474,,Custom / cruiser,Air,Chain,Injection,,,
249.0000,,,,95.0000,9.0000,985.0000,,66.4000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,TM Racing,,
117.0000,,9.0000,86.0000,99.0000,4.0000,750.0000,1270.0000,52.4000,54.4000,9.5000,0.0839,,Scooter,Air,Belt,Injection,,,
645.0000,,69.0000,185.0000,213.0000,20.0600,835.0000,1560.0000,81.0000,62.6000,11.2000,0.3333,,Super motard,Liquid,Chain,Injection,,,
652.0000,,53.0000,,189.0000,23.0900,871.0000,1539.0000,100.0000,83.0000,9.8000,,,Super motard,Liquid,Chain,Injection,Kawasaki,,
449.0000,,,,111.0000,7.5000,,,95.0000,63.4000,,,,Enduro / offroad,Liquid,Chain,Injection,,,2025.0000
125.0000,14.8000,,,138.0000,14.0000,780.0000,1370.0000,58.0000,47.0000,,0.1069,,Enduro / offroad,Liquid,Chain,Injection,,,2025.0000
293.2000,,,,100.0000,8.5000,985.0000,,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,,,2025.0000
249.0000,,,,104.6000,9.0000,963.0000,1489.0000,66.4000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,,,
293.2000,,,,102.0000,10.0000,950.0000,1480.0000,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,Sherco,,
124.0000,8.7000,10.0000,,107.0000,5.2000,780.0000,1265.0000,52.5000,57.4000,10.3000,0.0813,6750.0000,Scooter,Air,Belt,Injection,,,2025.0000
49.6000,,2.0000,45.0000,94.0000,,770.0000,1275.0000,39.0000,41.5000,10.5000,0.0319,,Scooter,Air,Belt,Carburettor,,,
776.0000,,78.0000,185.0000,223.0000,20.0000,825.0000,1515.0000,84.0000,70.0000,12.8000,0.3780,,Super motard,Liquid,Chain,Injection,,,
124.8000,,,,94.8000,9.0000,954.0000,1493.0000,54.0000,54.5000,,0.1582,,Enduro / offroad,Liquid,Chain,Injection,KTM,,
694.0000,69.0000,68.0000,175.0000,200.0000,15.0000,725.0000,1490.0000,84.0000,63.0000,11.6000,0.3450,8500.0000,Custom / cruiser,Liquid,Chain,Injection,Moto Morini,,2025.0000
799.0000,,,,185.1000,18.9300,876.0000,1511.0000,88.0000,65.7000,,,,Enduro / offroad,Liquid,Chain,Injection,Kove,,
249.0000,,,,104.9000,9.0000,963.0000,1489.0000,66.4000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,KTM,,
125.0000,,,,109.0000,7.5000,830.0000,1330.0000,54.4000,57.8000,,,,Naked bike,Air,Chain,Injection,Rieju,,
292.0000,,24.5000,,138.0000,7.9500,861.0000,1435.0000,78.0000,61.2000,11.1000,,,Super motard,Liquid,Chain,Injection,Kawasaki,,
1200.0000,,,200.0000,262.0000,14.0000,710.0000,,,,,0.3071,,Custom / cruiser,Air,Belt,,SWM,,
249.9000,,,,106.2000,8.5000,963.0000,1489.0000,81.0000,48.5000,14.4000,,,Enduro / offroad,Liquid,Chain,Injection,,,
49.5000,3.0000,3.4000,45.0000,86.2000,6.5000,770.0000,1330.0000,40.0000,39.2000,12.6000,0.0342,8000.0000,Scooter,Air,Belt,,Lambretta,,2025.0000
125.0000,,8.6000,106.2000,114.0000,6.0000,790.0000,1315.0000,53.0000,58.0000,10.5000,0.0753,,Scooter,Air,Belt,Injection,Lexmoto,,
49.3000,3.2000,3.2000,,92.5000,5.0000,785.0000,1326.0000,39.0000,41.4000,11.0000,0.0346,7500.0000,Scooter,Air,Shaft,Carburettor,,,2025.0000
124.8000,,,,96.4000,9.0000,963.0000,1489.0000,54.0000,54.5000,,,,Enduro / offroad,Liquid,Chain,Injection,,,
249.9000,,,,106.5000,8.5000,963.0000,1489.0000,81.0000,48.5000,14.4000,,,Enduro / offroad,Liquid,Chain,Injection,,,
250.0000,,16.0000,120.0000,127.0000,12.0000,,,,,,0.1323,,Sport,Air,Chain,,,,
550.4000,,55.1000,,210.0000,15.0000,785.0000,1580.0000,69.0000,73.6000,11.0000,0.2524,,Scooter,Liquid,Belt,Injection,Kymco,,
776.0000,84.3000,78.0000,185.0000,230.0000,20.0600,855.0000,1570.0000,84.0000,70.0000,12.8000,0.3665,,Super motard,Liquid,Chain,Injection,Suzuki,,2025.0000
249.9000,,,,106.5000,8.5000,963.0000,1489.0000,81.0000,48.5000,14.4000,,,Enduro / offroad,Liquid,Chain,Injection,KTM,,
125.0000,,,,109.0000,7.5000,830.0000,1330.0000,52.4000,57.8000,,,,Allround,Air,Chain,Injection,Rieju,,2025.0000
400.9000,,,,155.0000,16.5000,785.0000,,,,,0.2725,,Naked bike,Liquid,Chain,Injection,,,
853.0000,,83.0000,,209.0000,23.0000,830.0000,1530.0000,84.0000,77.0000,10.5000,0.3828,,Enduro / offroad,Air,Shaft,Injection,,4.1000,
451.0000,45.4000,42.6000,,163.0000,12.8700,735.0000,1519.0000,70.0000,58.6000,11.3000,0.2785,9000.0000,Custom / cruiser,Liquid,Chain,Injection,Kawasaki,,2025.0000
249.0000,,,,104.9000,9.0000,963.0000,1489.0000,66.4000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,,,2025.0000
278.0000,,23.0000,,152.0000,10.5000,770.0000,1390.0000,75.0000,63.0000,11.0000,0.1588,,Scooter,Liquid,Belt,Injection,Royal Alloy,,
698.0000,,70.0000,165.0000,218.0000,20.0000,836.0000,1505.0000,83.0000,64.5000,11.6000,0.3445,,Allround,Liquid,Chain,Injection,Benelli,,
125.0000,13.7000,13.7000,90.0000,142.0000,10.1000,810.0000,1330.0000,57.3000,57.9000,10.6000,0.0963,8000.0000,Scooter,Liquid,Belt,Injection,Znen,,2025.0000
449.9000,63.0000,,,109.8000,8.0000,952.0000,1482.0000,95.0000,63.4000,12.8000,0.5738,,Enduro / offroad,Liquid,Chain,Injection,,,2024.0000
689.0000,74.8000,68.0000,,188.0000,12.8700,836.0000,1394.0000,80.0000,68.6000,11.5000,0.3979,8750.0000,Sport,Liquid,Chain,Injection,,,2025.0000
223.0000,,,112.0000,147.0000,10.0000,820.0000,,,,,0.1156,,Allround,Air,Chain,Carburettor,,,
2032.0000,120.0000,156.4000,,263.0000,17.0300,800.0000,1661.0000,104.8000,117.5000,10.8000,0.4563,,Allround,Liquid,Chain,Injection,,,2024.0000
125.0000,,,105.0000,136.0000,,780.0000,,,,,0.0671,,Allround,Air,,Injection,Archive,,
150.0000,,12.0000,100.0000,134.0000,13.5000,780.0000,1360.0000,57.3000,58.0000,9.8000,0.0981,,Allround,Air,Chain,Injection,,,
320.0000,,,,180.0000,13.5000,510.0000,1850.0000,,,11.0000,0.1267,,Custom / cruiser,Liquid,Belt,Injection,Hunter,,
50.0000,,2.8000,,90.0000,6.2000,780.0000,1350.0000,39.0000,41.5000,10.5000,0.0358,,Scooter,,Belt,Injection,,,
659.0000,,67.0000,235.0000,169.0000,15.0000,820.0000,1370.0000,81.0000,63.9000,13.5000,0.5917,,Sport,Liquid,Chain,Injection,,,
499.6000,,46.0000,,213.0000,20.0000,800.0000,1525.0000,69.0000,66.8000,11.5000,0.2204,,Allround,Liquid,Chain,Injection,,,
124.2000,15.6000,12.3000,,122.0000,14.0000,770.0000,1320.0000,,,11.2000,0.1275,9750.0000,Naked bike,Liquid,Chain,Injection,,,2024.0000
1252.1000,121.0000,126.1000,,220.9000,11.7300,734.0000,1519.0000,105.0000,72.3000,12.0000,0.5478,7500.0000,Sport,Air,Belt,Injection,,,2024.0000
449.9000,63.0000,,,105.5000,8.5000,948.0000,1482.0000,95.0000,63.4000,13.1000,0.5972,,Enduro / offroad,Liquid,Chain,Carburettor,,,2024.0000
150.0000,,10.1000,90.0000,116.0000,7.4000,760.0000,1310.0000,57.4000,57.8000,9.2000,0.0878,,Scooter,Liquid,Belt,Injection,,,
1099.0000,217.0000,125.0000,305.0000,179.0000,18.5000,845.0000,1439.0000,85.0000,52.3000,13.6000,1.2123,13000.0000,Sport,Liquid,Chain,Injection,,,2024.0000
599.6000,80.5000,55.0000,,208.0000,15.0000,800.0000,1481.0000,65.0000,45.2000,11.5000,0.3868,11000.0000,Naked bike,Liquid,Chain,Injection,,,2024.0000
1868.2000,,161.4000,,286.2000,13.2000,655.0000,1630.0000,102.0000,114.3000,10.5000,0.3284,,Custom / cruiser,Air,Belt,Injection,,3.7000,
1923.0000,103.0000,169.5000,,314.8000,18.9000,686.0000,1615.0000,103.5000,114.3000,10.2000,0.3272,4750.0000,Custom / cruiser,Air,Belt,Injection,Harley-Davidson,,2024.0000
124.1000,,,,108.0000,9.2000,765.0000,,56.5000,49.5000,,,,Allround,Air,Chain,Carburettor,,,
659.0000,100.0000,67.0000,235.0000,166.0000,15.0000,820.0000,1370.0000,81.0000,63.9000,13.5000,0.6024,10500.0000,Sport,Liquid,Chain,Injection,Aprilia,,2024.0000
124.0000,,,,116.1000,5.3000,800.0000,1255.0000,50.0000,63.1000,9.3000,,,Allround,Air,Chain,Injection,,,2024.0000
50.0000,,,,135.0000,17.0000,,1415.0000,,,,,,Sport,Air,,Carburettor,,,2025.0000
349.7000,,,,109.4000,8.0000,952.0000,1482.0000,88.0000,57.5000,13.5000,,,Enduro / offroad,Liquid,Chain,Injection,,,
449.9000,,,,107.6000,7.2000,898.0000,1482.0000,95.0000,63.4000,13.1000,0.5855,,Super motard,Liquid,Chain,Carburettor,,,
471.0000,,43.0000,175.0000,187.8000,11.3600,691.0000,1491.0000,67.0000,66.8000,10.7000,0.2556,,Custom / cruiser,Liquid,Chain,Carburettor,,,
125.0000,,,,75.0000,5.3000,820.0000,1180.0000,,,,,,Enduro / offroad,Air,Chain,,,,2024.0000
125.0000,11.1000,10.0000,,142.0000,13.5000,770.0000,1360.0000,54.0000,54.5000,9.8000,0.0782,9500.0000,Naked bike,Oil & air,Chain,Injection,Benelli,,2024.0000
1868.0000,,161.4000,,495.8000,22.7100,665.0000,1670.0000,102.0000,114.3000,10.5000,0.1815,,Custom / cruiser,Oil & air,Belt,Injection,,,
124.7000,11.0000,11.0000,,128.0000,10.0000,,1271.0000,,,,0.0859,8000.0000,Sport,Air,Chain,Carburettor,,,2024.0000
125.0000,,,,110.0000,5.0000,,1230.0000,,,,,,Allround,Air,Chain,Carburettor,,,
200.0000,12.3000,13.0000,,125.0000,12.0000,780.0000,1300.0000,,,,0.0987,7500.0000,Allround,Air,Chain,Carburettor,,,2024.0000
1868.0000,,161.4000,,304.4000,18.9300,658.0000,1666.0000,102.0000,114.0000,10.5000,0.3088,,Custom / cruiser,Air,Belt,Injection,,3.8000,
1077.0000,,121.0000,,185.0000,17.9000,,1452.0000,81.0000,52.3000,13.6000,0.9459,,Naked bike,Liquid,Chain,Injection,Aprilia,,
124.2000,15.0000,11.2000,,124.0000,7.0000,905.0000,1430.0000,58.0000,47.0000,12.6000,0.1210,10000.0000,Enduro / offroad,Liquid,Chain,Injection,,,2024.0000
275.6000,,,,162.0000,12.0000,,1565.0000,,,10.1000,,,Scooter,Liquid,Belt,Injection,,,2024.0000
125.0000,12.6000,10.0000,,145.0000,12.5000,795.0000,1370.0000,54.0000,54.5000,11.6000,0.0870,9500.0000,Enduro / offroad,Liquid,Chain,Injection,,,2024.0000
125.0000,,,,150.0000,6.0000,,1300.0000,,,,,,Scooter,Air,,Carburettor,Yamasaki,,
124.2000,,,,151.0000,13.0000,,1345.0000,,,10.2000,,,Allround,Liquid,Chain,Injection,Hartford,,
110.0000,,,,102.0000,4.5000,,1260.0000,,,,,,Scooter,Air,,Carburettor,Yamasaki,,2025.0000
373.5000,20.8000,29.0000,,197.0000,12.0000,780.0000,1440.0000,72.7000,90.0000,8.5000,0.1055,5500.0000,Classic,Air,Chain,Injection,,,2024.0000
276.0000,,23.0000,135.0000,150.0000,11.0000,,1530.0000,,,9.0000,0.1234,,Scooter,Liquid,Chain,Carburettor,,,
398.6000,43.0000,37.0000,,154.5000,13.0000,835.0000,1357.0000,89.0000,64.0000,12.6000,0.2783,9000.0000,Naked bike,Liquid,Chain,Injection,Husqvarna,,2024.0000
955.0000,152.9000,104.0000,,176.0000,17.0000,840.0000,1436.0000,100.0000,60.8000,12.5000,0.8686,10750.0000,Sport,Liquid,Chain,Injection,,,2024.0000
1158.0000,,126.0000,,223.0000,20.0000,790.0000,1593.0000,83.0000,53.5000,14.0000,0.7534,,Naked bike,Liquid,Chain,Injection,Ducati,,
937.0000,,93.0000,,184.0000,16.0000,810.0000,1478.0000,94.0000,67.5000,12.6000,0.5903,,Sport,Liquid,Chain,Injection,Ducati,,
370.0000,,,,156.0000,15.0000,790.0000,1410.0000,,,,0.1603,,Naked bike,Liquid,Chain,Carburettor,Factory Bike,,
997.0000,102.0000,87.0000,,186.0000,,820.0000,1540.0000,94.0000,71.8000,11.0000,0.5484,9600.0000,Classic,Liquid,Chain,Injection,,,2024.0000
249.0000,,,,99.0000,8.8000,910.0000,1467.0000,66.4000,72.0000,13.5000,,,Enduro / offroad,Liquid,Chain,Carburettor,,,2024.0000
600.0000,,55.0000,,135.0000,14.0000,830.0000,1455.0000,100.0000,76.5000,12.0000,0.4074,,Naked bike,Liquid,Chain,Injection,,,
177.3000,,,,156.0000,9.4600,737.0000,1499.0000,62.5000,57.8000,10.0000,0.0577,,Sport,Air,Chain,Carburettor,,,
999.0000,,113.0000,304.2000,170.1000,16.5000,832.0000,1457.0000,80.0000,49.7000,13.5000,1.2052,,Sport,Liquid,Chain,Injection,BMW,,
450.0000,,39.0000,,168.0000,14.0000,795.0000,1370.0000,73.0000,55.2000,11.5000,0.2954,,Sport,Liquid,,Injection,CF Moto,,
229.5000,,18.3000,,140.0000,10.9800,864.0000,1397.0000,67.0000,65.0000,8.7000,0.1150,,Enduro / offroad,Air,Chain,Carburettor,,,
600.0000,,55.0000,,145.0000,14.0000,830.0000,1455.0000,100.0000,76.5000,12.0000,0.3793,,Naked bike,Liquid,Chain,Injection,,,
249.0000,,,,103.5000,9.5000,930.0000,1477.0000,66.4000,72.0000,13.2000,,,Enduro / offroad,Liquid,Chain,Carburettor,,,
937.0000,,93.0000,,164.0000,14.0000,810.0000,1472.0000,94.0000,67.5000,13.3000,0.6768,,Naked bike,Air,Chain,Injection,Ducati,,
249.0000,27.5000,22.0000,128.0000,165.0000,12.0000,780.0000,1360.0000,72.0000,61.2000,11.3000,0.1666,9750.0000,Sport,Liquid,,Injection,,3.4000,2024.0000
430.9000,,,,108.5000,9.0000,940.0000,1490.0000,95.0000,60.8000,12.3000,,,Enduro / offroad,Liquid,Chain,Injection,,,
293.2000,,,,102.3000,8.5000,948.0000,1485.0000,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,Husqvarna,,
397.0000,19.5000,30.0000,140.0000,151.0000,16.0000,850.0000,1400.0000,85.0000,70.0000,8.8000,0.1291,7000.0000,Enduro / offroad,Oil & air,Chain,Carburettor,Cleveland,,2024.0000
293.2000,,,,108.5000,9.0000,952.0000,1482.0000,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,Husqvarna,,2024.0000
998.0000,228.0000,127.0000,,207.0000,22.0000,820.0000,1445.0000,76.0000,55.0000,11.2000,1.1013,11000.0000,Sport,Liquid,Chain,Injection,,,2024.0000
451.6000,40.0000,40.0000,,181.0000,17.0000,805.0000,1501.0000,84.0000,81.5000,11.5000,0.2210,8000.0000,Enduro / offroad,Liquid,Chain,Injection,Enfield,3.4000,2024.0000
600.0000,,50.0000,,140.0000,14.0000,840.0000,1423.0000,100.0000,76.5000,12.0000,0.3929,,Classic,Liquid,Chain,Injection,,,
249.0000,,,,107.0000,8.5000,952.0000,1482.0000,66.4000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,,,
998.0000,,116.0000,,159.0000,16.0000,835.0000,1480.0000,81.0000,48.4000,14.0000,1.4088,,Naked bike,Liquid,Chain,Injection,,,
124.8000,,,,94.0000,9.5000,930.0000,1477.0000,54.0000,54.5000,15.2000,,,Enduro / offroad,Liquid,Chain,Carburettor,,,2024.0000
510.9000,,,,111.7000,9.0000,956.0000,1490.0000,95.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,GAS GAS,,
292.6000,,,,103.5000,9.5000,930.0000,1482.0000,72.0000,72.0000,13.2000,,,Enduro / offroad,Liquid,Chain,Carburettor,Beta,3.0000,2024.0000
296.0000,29.4000,,,172.0000,12.5000,740.0000,1435.0000,57.0000,48.8000,10.3000,0.1709,8500.0000,Custom / cruiser,Liquid,Chain,Injection,,,2024.0000
350.0000,,35.0000,139.0000,202.0000,12.8000,775.0000,1565.0000,80.0000,69.6000,11.5000,0.1683,,Scooter,Liquid,Chain,Injection,,,
477.5000,,,,108.5000,9.0000,940.0000,1490.0000,100.0000,60.8000,11.9000,,,Enduro / offroad,Liquid,Chain,Injection,,,2024.0000
124.9000,11.5000,,,135.0000,7.2000,755.0000,1350.0000,56.0000,50.7000,,0.0852,7000.0000,Scooter,Oil & air,Belt,Injection,,,2024.0000
293.2000,,,,107.5000,9.0000,956.0000,1480.0000,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,,,
49.7000,,,,85.0000,6.5000,920.0000,1410.0000,40.3000,39.0000,12.1000,,,Enduro / offroad,Liquid,Chain,Carburettor,Beta,,
349.7000,,,,110.2000,9.0000,956.0000,1490.0000,88.0000,57.5000,,,,Enduro / offroad,Liquid,Chain,Injection,,,2024.0000
937.0000,,93.0000,,175.0000,14.0000,820.0000,1472.0000,94.0000,67.5000,13.3000,0.6343,,Naked bike,Liquid,Chain,Injection,Ducati,,
450.0000,42.0000,,,130.6000,8.7100,910.0000,1500.0000,96.0000,62.1000,11.0000,0.3215,,Enduro / offroad,Liquid,Chain,Injection,,,2024.0000
124.7000,,11.2000,,130.0000,12.0000,860.0000,1425.0000,52.0000,58.7000,,0.1135,,Enduro / offroad,Liquid,Chain,Injection,,,
937.0000,110.0000,92.0000,,210.0000,21.0000,875.0000,1608.0000,94.0000,67.5000,13.3000,0.5238,9250.0000,Enduro / offroad,Liquid,Chain,Injection,,,2024.0000
1262.0000,160.0000,127.0000,,221.0000,18.0000,755.0000,1615.0000,106.0000,71.5000,13.0000,0.7240,9500.0000,Sport,Liquid,Belt,Injection,,,2024.0000
348.0000,,,,140.0000,11.0000,865.0000,1444.0000,84.5000,62.0000,12.3000,,,Enduro / offroad,Air,Chain,Injection,Beta,,
1222.0000,83.0000,108.0000,198.0000,235.0000,16.0000,800.0000,,,,,0.3532,6550.0000,Sport,Liquid,Chain,Injection,,,2024.0000
190.2000,,,,97.0000,9.5000,930.0000,1477.0000,62.0000,63.0000,13.5000,,,Enduro / offroad,Liquid,Chain,Carburettor,,,
157.0000,15.8000,14.7000,,133.4000,8.1000,780.0000,1323.0000,60.0000,55.5000,12.0000,0.1186,8500.0000,Scooter,Liquid,Belt,Injection,,,2024.0000
385.6000,,,,107.5000,9.0000,940.0000,1490.0000,88.0000,63.4000,12.5000,,,Enduro / offroad,Liquid,Chain,Injection,,,
1262.0000,,127.0000,,233.0000,18.0000,755.0000,1615.0000,106.0000,71.5000,13.0000,0.6867,,Sport,Liquid,Belt,Injection,,,
349.1000,,,,107.5000,9.0000,940.0000,1490.0000,88.0000,57.4000,13.2000,,,Enduro / offroad,Liquid,Chain,Injection,Beta,,2024.0000
850.0000,65.7000,75.0000,,198.0000,21.0000,770.0000,1463.0000,84.0000,77.0000,,0.3319,6700.0000,Classic,Air,Shaft,Injection,Moto Guzzi,,2024.0000
276.0000,,25.0000,,184.0000,12.0000,805.0000,1560.0000,72.7000,66.4000,12.0000,0.1276,,Scooter,Liquid,Belt,Injection,,,
149.0000,,11.4000,96.0000,135.0000,13.0000,840.0000,1360.0000,57.3000,57.8000,7.0000,0.0824,,Enduro / offroad,Air,Chain,Carburettor,,,
149.4000,12.3000,10.5000,95.0000,105.0000,10.0000,730.0000,1250.0000,62.0000,49.8000,9.2000,0.1175,8500.0000,Enduro / offroad,Air,Chain,Carburettor,Keeway,,2024.0000
278.2000,18.8000,22.0000,120.0000,139.0000,12.0000,770.0000,1390.0000,75.0000,63.0000,11.0000,0.1350,6500.0000,Scooter,Liquid,Belt,Injection,Keeway,,2024.0000
550.4000,52.7000,55.6000,,226.0000,15.0000,785.0000,1580.0000,69.0000,73.6000,11.0000,0.2332,7500.0000,Scooter,Liquid,,Injection,,,2024.0000
853.0000,65.0000,73.0000,,194.0000,15.0000,815.0000,1465.0000,84.0000,77.0000,10.5000,0.3351,6800.0000,Classic,Air,Shaft,Injection,,,2024.0000
1301.0000,,138.0000,,220.0000,23.0000,849.0000,1580.0000,108.0000,71.0000,13.1000,0.7273,,Allround,Liquid,Chain,Injection,,3.9000,
124.6000,,8.3000,86.0000,111.0000,5.0000,,1283.0000,52.4000,57.8000,6.4000,0.0773,,Scooter,Air,Belt,Injection,Keeway,,
124.6000,,9.6000,85.0000,127.0000,10.0000,780.0000,1380.0000,52.4000,57.8000,10.3000,0.0567,,Scooter,Air,Belt,Injection,,,
124.6000,8.6000,8.6000,85.0000,104.0000,6.8000,805.0000,1305.0000,52.4000,57.8000,10.5000,0.0825,7500.0000,Scooter,Air,Belt,Injection,,,2024.0000
889.0000,119.4000,99.0000,,166.0000,14.0000,834.0000,1482.0000,90.7000,68.8000,13.5000,0.7190,9000.0000,Naked bike,Liquid,Chain,Injection,,,2024.0000
296.0000,,26.0000,,175.0000,17.0300,815.0000,1450.0000,62.0000,49.0000,10.6000,,,Allround,Liquid,Chain,Injection,Kawasaki,,2024.0000
171.7000,,12.0000,95.0000,128.0000,9.5000,770.0000,1385.0000,61.5000,57.8000,9.8000,0.0891,,Scooter,Air,Belt,Injection,,,
49.6000,2.6000,3.3000,45.0000,107.0000,5.0000,790.0000,1360.0000,39.0000,41.5000,10.4000,0.0238,5750.0000,Scooter,Air,Belt,Injection,,,2024.0000
199.7000,,13.0000,105.0000,122.0000,14.0000,765.0000,1265.0000,63.5000,63.0000,8.6000,0.1055,,Sport,Air,Chain,Carburettor,,,
248.9000,,16.5000,114.0000,166.0000,14.0000,710.0000,1460.0000,55.0000,52.4000,9.0000,0.1050,,Custom / cruiser,Air,Chain,Injection,,,
149.5000,12.0000,,90.0000,105.0000,10.0000,,,61.0000,49.5000,9.0000,0.1143,8500.0000,Sport,Air,Shaft,,,,2024.0000
649.0000,,54.0000,180.0000,195.0000,15.5000,795.0000,1440.0000,83.0000,60.0000,11.3000,0.2854,,Naked bike,,Chain,,,,
1301.0000,,141.0000,,209.0000,23.0000,835.0000,1482.0000,108.0000,71.0000,,0.8373,,Naked bike,Liquid,Chain,Injection,,,
50.0000,2.8000,3.5000,45.0000,92.0000,4.2000,770.0000,1290.0000,37.0000,46.4000,14.7000,0.0307,6500.0000,Scooter,Air,Belt,Injection,,,2024.0000
149.4000,11.0000,10.0000,100.0000,156.0000,11.8000,715.0000,1440.0000,62.0000,49.5000,9.2000,0.0705,8500.0000,Custom / cruiser,Air,Chain,Carburettor,Keeway,,2024.0000
1890.0000,,161.4000,,294.0000,15.0000,662.0000,1626.0000,103.2000,113.0000,11.0000,,,Custom / cruiser,Air,Belt,Injection,,,2024.0000
200.0000,,,90.0000,106.6000,,635.0000,1473.0000,,,,,,Classic,,Chain,Carburettor,Kikker 5150,,2024.0000
644.0000,,50.0000,150.0000,171.0000,12.5000,790.0000,1420.0000,100.0000,83.0000,8.3000,0.2306,,Classic,Oil & air,Chain,,,,
149.4000,,10.5000,95.0000,105.0000,10.0000,730.0000,1250.0000,62.0000,49.8000,9.2000,0.1175,,Sport,Air,Chain,Carburettor,,,
124.9000,,11.5000,,139.0000,13.4000,800.0000,1357.0000,58.0000,47.3000,,0.1061,,Naked bike,Liquid,Chain,Injection,KTM,,
107.9000,8.3000,8.5000,,102.0000,4.5000,745.0000,1275.0000,50.0000,55.0000,9.8000,0.0815,7500.0000,Scooter,Air,Belt,Carburettor,,,2024.0000
49.6000,2.7000,3.3000,,80.0000,5.0000,,1360.0000,,,,0.0335,6750.0000,Scooter,,,,,,2024.0000
1042.0000,,105.0000,,222.0000,21.0000,840.0000,,90.0000,72.0000,11.0000,0.5180,,Sport,Liquid,Shaft,Injection,,,
399.0000,75.1000,37.6000,,166.0000,15.0000,800.0000,1380.0000,57.0000,39.1000,12.3000,0.4524,14500.0000,Sport,Liquid,Chain,Injection,Kawasaki,,2024.0000
149.6000,,10.5000,92.0000,107.0000,5.6000,790.0000,1360.0000,57.4000,57.8000,10.3000,0.0903,,Scooter,Air,Belt,Injection,Keeway,,
889.0000,103.3000,100.0000,,200.0000,20.0000,840.0000,,90.7000,68.8000,,0.5163,,Enduro / offroad,Liquid,Chain,Injection,,,2024.0000
649.0000,60.4000,56.0000,175.0000,213.0000,18.0000,810.0000,1490.0000,83.0000,60.0000,11.3000,0.2833,8500.0000,Enduro / offroad,,Chain,Injection,,,2024.0000
125.0000,,9.0000,,114.0000,7.0000,815.0000,1334.0000,52.4000,57.8000,,0.0776,,Scooter,Air,Belt,Injection,Kymco,,
850.0000,,73.0000,,198.0000,21.0000,770.0000,1463.0000,84.0000,77.0000,,0.3283,,Classic,Air,Shaft,Injection,,,
1890.0000,,170.9000,,359.0000,20.8000,650.0000,1668.0000,103.2000,113.0000,11.0000,,,Custom / cruiser,Air,Belt,Injection,,,2024.0000
800.0000,56.3000,67.0000,,242.0000,13.0000,720.0000,1510.0000,91.0000,61.5000,10.3000,0.2327,7000.0000,Custom / cruiser,,,Injection,,,2024.0000
550.4000,,52.0000,,223.0000,14.5000,785.0000,1580.0000,69.0000,73.6000,11.0000,0.2287,,Scooter,Liquid,,Injection,,,
149.0000,11.3000,11.1000,108.0000,108.0000,12.1000,770.0000,1245.0000,62.0000,49.5000,9.3000,0.1043,8000.0000,Allround,Air,Chain,Carburettor,,,2024.0000
149.0000,,10.2000,95.0000,125.0000,13.0000,760.0000,1300.0000,62.0000,49.5000,9.2000,0.0880,,Custom / cruiser,Air,Chain,Carburettor,Keeway,,
124.0000,14.1000,12.0000,,155.0000,10.0000,760.0000,1420.0000,58.0000,47.0000,14.0000,0.0910,8750.0000,Sport,Liquid,Chain,Injection,Mitt,,2024.0000
124.8000,,,,92.4000,7.2000,958.0000,,54.0000,54.5000,,0.1623,,Enduro / offroad,Liquid,Chain,Injection,,,
